"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Суть Событий - электронное периодическое издание","argumentiru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1150000","1480000","","",""
"Огниво / index","ognyvo.ru","Новости и СМИ","Новости","","","1120000","1470000","","",""
"«Ufa1.ru» — информационный портал Уфы","ufa1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1110891","1481150","00:02:19","0.0","60278"
"few-news.com","few-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1110000","1440000","","",""
"Новости Казахстана","webinfo.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1110000","1430000","","",""
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1105310","1500450","00:02:07","0.0","61472"
"DonDay - новости Ростова-на-Дону. Происшествия...","donday.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1104904","1445000","00:01:08","0.0","48646"
"«Аргументы недели» — еженедельная газета","argumenti.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1078869","1414900","00:01:52","0.0","46531"
"Inc.Russia","incrussia.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","да","1078450","1411650","00:00:50","0.0","44344"
"Сетевое издание Smolnarod.ru","smolnarod.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1074087","1400900","00:01:32","0.0","47058"
"Новости Приморья на PRIMPRESS.RU. Последние...","primpress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1070000","1430000","","",""
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1066238","1513650","00:08:02","0.0","83350"
"Информационно-аналитический портал Politpuzzle.ru","politpuzzle.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1061346","1443250","00:01:45","0.0","57199"
"UfaTime.ru — деловые новости Уфы и области","ufatime.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1057519","1388100","00:00:47","0.0","46415"
"CNews.ru — издание о высоких технологиях","cnews.ru","Новости и СМИ, Новости и СМИ->Новости технологий","Новости","","","1050000","1430000","","",""
"Тайга.info — информационно-аналитический сайт","tayga.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1032360","1358500","00:01:27","0.0","48331"
"«Сиб.фм» — интернет-журнал о жизни в Сибири","sib.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1030000","1350000","","",""
"case-news.com","case-news.com","Новости и СМИ","Новости","","","1020000","1330000","","",""
"Информационное агентство «Новый Омск» - что ни день...","newsomsk.ru","Новости и СМИ","Новости","","да","1009361","1323100","00:01:27","0.0","43991"
"«Русская планета» — дискуссионное онлайн-медиа","rusplt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","974290","1245150","00:01:37","0.0","38870"
"«Чита.ру» — городской портал","chita.ru","Новости и СМИ","Новости","","да","972958","1332500","00:08:28","0.0","61476"
"Инфореактор","inforeactor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","971952","1274500","00:01:11","0.0","36207"
"PrimaMedia — информационное агентство","primamedia.ru","Новости и СМИ","Новости","","","969000","1280000","","",""
"Эксперт — деловой еженедельник и его приложения","expert.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","966000","1280000","","",""
"TJournal— онлайн-издание о технологиях и трендах","tjournal.ru","Новости и СМИ, Новости и СМИ->Новости технологий","Новости","","","965000","1320000","","",""
"Агентство конфликтных ситуаций Монависта: новости...","monavista.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","963812","1238650","00:01:16","0.0","36680"
"«Metro» — газета","metronews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","962352","1275150","00:01:13","0.0","36987"
"Properm.ru — городской сайт Перми","properm.ru","Новости и СМИ","Новости","","да","961613","1288000","00:05:09","0.0","44635"
"Версия - информационное агентство новостей","versiya.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","957000","1300000","","",""
"ПолитРоссия","politros.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","949941","1283050","00:02:10","0.0","48946"
"«Vn.ru» — новости Новосибирской области","vn.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","934491","1207350","00:01:10","0.0","35145"
"«76.ru» — городской портал Ярославля","76.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","926522","1275950","00:03:46","0.0","50502"
"UfacityNews.ru – новости уфы для всех","ufacitynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","921201","1214750","00:00:59","0.0","44184"
"Readovka.news — новостной портал","readovka.news","Новости и СМИ","Новости","","да","918607","1175450","00:00:45","0.0","33938"
"Daily Storm – Первое гонзо-центристское СМИ","dailystorm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","911567","1205250","00:01:08","0.0","38749"
"newzfeed.ru","newzfeed.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","909000","1190000","","",""
"ToFight.Ru - Новости ММА и бокса. MMA News / Boxing News","tofight.ru","Новости и СМИ","Новости","","","893000","1170000","","",""
"Sputnik Армения - обновления новостей онлайн 24 часа","armeniasputnik.am","Новости и СМИ","Новости","","","888000","1230000","","",""
"31tv.ru / 31 канал — телеканал","31tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","885000","1130000","","",""
"«RuNews24.ru» — служба новостей","runews24.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","874000","1120000","","",""
"«Forbes Russia» — финансово-экономический журнал","forbes.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","871000","1200000","","",""
"РИАМО — главные новости дня Подмосковья","riamo.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","870000","1150000","","",""
"Новости Санкт-Петербурга › MR-7.ru","mr-7.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","864030","1122450","00:01:12","0.0","34421"
"«НГС.Красноярск» — городской портал Красноярска","ngs24.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","863643","1156600","00:03:37","0.0","44508"
"«Новая Кубань» — общественно-политическое издание","newkuban.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","859457","1100700","00:00:41","0.0","33608"
"«Белта» — белорусское телеграфное агентство","belta.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","858587","1094000","00:00:48","0.0","35569"
"Открытые Медиа — Сетевое издание про политику...","openmedia.io","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","857000","1130000","","",""
"Прибавка к пенсии с 1 июля 2018: кому добавят пенсию...","piterburger.ru","Новости и СМИ","Новости","","","857000","1110000","","",""
"A42.RU - Региональный сайт Кузбасса","a42.ru","Новости и СМИ","Новости","","","850000","1100000","","",""
"«Newsler.ru» — информационный портал г. Кирова","newsler.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","846505","1116800","00:01:53","0.0","48012"
"«Радио свобода» — международная радиостанция","svoboda.org","Новости и СМИ","Новости","","","844000","1160000","","",""
"Sibnet.ru — сибирский портал - Сибнет","sibnet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","842000","1240000","","",""
