"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"«НГС.Красноярск» — городской портал Красноярска","ngs24.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","904236","1224850","00:03:57","0.0","46809"
"MIXER-NOVOSTEI","toftromla.ru","Новости и СМИ","Новости","","","894000","1120000","","",""
"Эконет.ру: новости, статьи, обзоры, блоги, видео, события в","econet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","888000","1170000","","",""
"case-news.com","case-news.com","Новости и СМИ","Новости","","","887000","1120000","","",""
"Такие дела — инфопортал фонда Нужна помощь","takiedela.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","886000","1130000","","",""
"Yesasia: новости k-pop, j-pop и c-pop!","yesasia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","881000","1180000","","",""
"«Башинформ» — информационное агентство","bashinform.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","880159","1174500","00:02:36","0.0","50671"
"UfacityNews.ru – новости уфы для всех","ufacitynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","867897","1124500","00:01:18","0.0","45407"
"TJournal— онлайн-издание о технологиях и трендах","tjournal.ru","Новости и СМИ, Новости и СМИ->Новости технологий","Новости","","","859000","1150000","","",""
"Гродно 24 — Новости Гродно, новости Гродненской...","grodno24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","857665","1071100","00:00:56","0.0","32630"
"Блокнот — новости Волгограда и области","bloknot-volgograd.ru","Новости и СМИ","Новости","","да","855814","1148400","00:02:23","0.0","46551"
"few-news.com","few-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","853000","1070000","","",""
"«Gorod48.ru» — информационный портал г. Липецка","gorod48.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","848629","1177350","00:09:26","0.0","59219"
"Дейта.RU — региональное информационное агентство","deita.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","835000","1110000","","",""
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","831000","1110000","","",""
"Properm.ru — городской сайт Перми","properm.ru","Новости и СМИ","Новости","","да","824988","1080500","00:05:11","0.0","37531"
"31tv.ru / 31 канал — телеканал","31tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","823000","1030000","","",""
"ПолитРоссия","politros.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","819552","1061900","00:02:54","0.0","36639"
"«Реальное время» — онлайн-газета деловых новостей","realnoevremya.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","819115","1071250","00:01:38","0.0","35302"
"Известия Мордовии — электронная версия газеты","izvmor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","808000","1030000","","",""
"Daily Inform","daily-inform.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","805000","1040000","","",""
"«PenzaInform» — информационное агентство","penzainform.ru","Новости и СМИ","Новости","","да","804024","1053000","00:02:55","0.0","42228"
"Infox — информационный портал","infox.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","803000","1040000","","",""
"HELLO! - Daily royal, celebrity, fashion, beauty & lifestyle news","hellomagazine.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","801000","1080000","","",""
"Inc.Russia","incrussia.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","да","792519","1016400","00:00:43","0.0","33506"
"«БНК» — информационное агентство Республики Коми","bnkomi.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","781382","1037000","00:03:55","0.0","43138"
"Новороссия","novorosinform.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","778000","1020000","","",""
"Вечерняя Казань — газета","evening-kazan.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","776000","998000","","",""
"«Важно.ru» — новости","vazhno.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","774000","1030000","","",""
"Новости Перми - 59.ru главные новости сегодня","59.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","760184","1033900","00:03:19","0.0","39957"
"«Моё! Online» — воронежский информационный портал","moe-online.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","757317","1094750","00:10:54","0.0","64886"
"Rusbase. Здесь зарабатывают на технологиях","rb.ru","Техника и технологии, Новости и СМИ->Деловые новости, Техника и технологии->Новости Hi-Tech, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","757000","991000","","",""
"Репортёр","topcor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","755384","1023950","00:04:40","0.0","42529"
"«Новый день» — новостной портал","newdaynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","751000","983000","","",""
"Новости Уральска, Актобе, Атырау | Мой город","mgorod.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","748484","930650","00:00:35","0.0","28048"
"«Вести Экономика» — аналитические материалы","vestifinance.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","ВГТРК","да","745700","987200","00:03:36","0.0","34935"
"Тайга.info — информационно-аналитический сайт","tayga.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","735841","963900","00:01:36","0.0","32407"
"РИАМО — главные новости дня Подмосковья","riamo.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","735000","993000","","",""
"Финансовые новости: статьи, оценки, аналитика мирового...","finanz.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","726000","994000","","",""
"Суть Событий - электронное периодическое издание","argumentiru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","724000","910000","","",""
"Бумага — независимая интернет-газета","paperpaper.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","723645","937100","00:01:11","0.0","32121"
"Новости науки и техники - Индикатор.","indicator.ru","Наука, Наука->Научные журналы и публикации, Новости и СМИ->Научные журналы и публикации, Новости и СМИ","Новости","Rambler&Co","","722000","916000","","",""
"Век — общественно-политическая интернет-газета","wek.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","721000","924000","","",""
"Челнинские известия — городская газета","chelny-izvest.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","717000","916000","","",""
"«Про город» — городская газета Ярославля","progorod76.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","698924","902850","00:01:30","0.0","36647"
"Блокнот - Новости Воронежа. Информационный портал...","bloknot-voronezh.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","697192","937250","00:02:51","0.0","36810"
"«Взгляд-инфо» — информационное агентство","vzsar.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","689687","1007500","00:11:00","0.0","53725"
"«76.ru» — городской портал Ярославля","76.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","689397","948200","00:03:30","0.0","39400"
"RosRegistr - новости России и мира сегодня. Актуальная...","rosregistr.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","682000","899000","","",""
"Петрозаводск ГОВОРИТ | Газета ""Петрозаводск"" online","ptzgovorit.ru","Новости и СМИ","Новости","","","675000","881000","","",""
"Новости РОССИИ: последние новости дня - Деловой...","dk.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","672024","1075850","00:02:06","0.0","33632"
