"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"RuBaltic.Ru — Политика. Экономика. Новости.","rubaltic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","712000","912000","","",""
"Салiдарнасць — независимая интернет-газета","gazetaby.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","707000","917000","","",""
"«LentaChel.ru» — челябинский интернет-портал","lentachel.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","704000","892000","","",""
"Ваши новости — интернет-газета","vnnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","704000","894000","","",""
"Кавказский узел — интернет-издание","kavkaz-uzel.eu","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","694000","894000","","",""
"Такие дела — инфопортал фонда Нужна помощь","takiedela.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","692000","896000","","",""
"Новости Германии на русском языке - Germania.One","germania.one","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","683000","860000","","",""
"Информер — новостной портал","ruinformer.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","683000","879000","","",""
"ВладТайм - самые независимые новости","vladtime.ru","Новости и СМИ","Новости","","","683000","943000","","",""
"Кубанские новости — Ежедневная...","kubnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","682000","901000","","",""
"«Intermedia.ru» — информационное агентство","intermedia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","679000","881000","","",""
"Кремлевская пресса — информационное агентство","sm-news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","679000","865000","","",""
"by24.org – Новости Беларуси. Ты узнаешь первым!","by24.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","678000","863000","","",""
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","677000","911000","","",""
"Финансовые новости: статьи, оценки, аналитика мирового...","finanz.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","676000","991000","","",""
"«Завтра» — газета","zavtra.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","676000","886000","","",""
"Век — общественно-политическая интернет-газета","wek.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","674000","893000","","",""
"Главная - Smo333","smo333.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","671000","901000","","",""
"Свободные новости. FreeNews-Volga","fn-volga.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","668000","891000","","",""
"Галкин признался, зачем женился на Пугачевой","pravdanews-tv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","668000","853000","","",""
"РИАМО — главные новости дня Подмосковья","riamo.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","665000","875000","","",""
"КаспийИнфо | все новости Астрахани","kaspyinfo.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","662000","853000","","",""
"«Говорит Москва» — радиостанция","govoritmoskva.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","659000","900000","","",""
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","","656000","877000","","",""
"7х7 — Горизонтальная Россия — интернет-журнал","7x7-journal.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","651000","825000","","",""
"Блокнот — новости Волгограда и области","bloknot-volgograd.ru","Новости и СМИ","Новости","","","648000","867000","","",""
"Deutsche Welle — телерадиокомпания","dw.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","638000","808000","","",""
"mixer-1ru.ru","mixer-1ru.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","636000","833000","","",""
"«Реальное время» — онлайн-газета деловых новостей","realnoevremya.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","636000","830000","","",""
"В городе N — портал Нижнего Новгорода","vgoroden.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","626483","818700","00:01:24","0.0","28225"
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","626000","847000","","",""
"Новости Перми - 59.ru главные новости сегодня","59.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","623032","873400","00:04:19","0.0","37417"
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","616148","990700","00:15:30","0.0","56199"
"«МегаТюмень» — информационный портал города Тюмени","megatyumen.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","615000","804000","","",""
"Галкин признался, зачем женился на Пугачевой","actual1-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","611000","754000","","",""
"Point.md — информационно-развлекательный портал","point.md","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","605000","757000","","",""
"Эконет.ру: новости, статьи, обзоры, блоги, видео, события в","econet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","601000","802000","","",""
"Кавказ.Реалии | RFE/RL","kavkazr.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","599000","777000","","",""
"MIXER-NOVOSTEI","mixer-novostei.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","599000","770000","","",""
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","594000","802000","","",""
"MIXER-NOVOSTEI","mixer-1ruplus.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","590000","753000","","",""
"ПолитРоссия","politros.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","587000","752000","","",""
"RW Space","rwspace.ru","Наука, Наука->Научные журналы и публикации, Новости и СМИ->Научные журналы и публикации, Новости и СМИ","Новости","","","587000","770000","","",""
"«Чита.ру» — городской портал","chita.ru","Новости и СМИ","Новости","","","580000","882000","","",""
